accession,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,desc_lower,desc_lower_2
XP_027254563.1,inositol monophosphatase 1 isoform X3 [Cricetulus griseus],False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,6.392752088695875,38762.122700000036,1.9830028328611897,7.0,-1.856422763259571,-44.98003544492204,43.123612681662465,-0.0047233707585346155,-0.11444450496036543,0.10972113420183081,inositol monophosphatase 1 isoform x3,inositol monophosphatase 1 isoform x3
XP_027283407.1,heterogeneous nuclear ribonucleoprotein A/B isoform X3 [Cricetulus griseus],True,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,8.26777802070259,30967.049799999993,0.6968641114982579,2.0,1.879611548368528,-41.98086529780481,43.860476846173334,0.005554543887295275,-0.12405997341614995,0.12961451730344523,heterogeneous nuclear ribonucleoprotein a/b isoform x3,heterogeneous nuclear ribonucleoprotein a/b isoform x3
XP_027284048.1,ubiquitin carboxyl-terminal hydrolase 5 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,False,True,False,True,True,False,False,True,True,False,4.407353544912662,93373.69670000055,1.7964071856287425,15.0,-34.95094302295191,-131.94817806387016,96.99723504091826,-0.049486801214445084,-0.1868245229940424,0.13733772177959733,ubiquitin carboxyl-terminal hydrolase 5 isoform x2,ubiquitin carboxyl terminal hydrolase 5 isoform x2
XP_027277715.1,biliverdin reductase A [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,5.918553009753348,33248.959600000024,2.0338983050847457,6.0,-4.327862094123344,-42.9758006574568,38.647938563333454,-0.012197426966127042,-0.12112081633607252,0.10892338936994547,biliverdin reductase a,biliverdin reductase a
XP_027279805.1,vasorin [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,8.409839717068074,72511.45930000035,2.823179791976226,19.0,4.771835714837955,-59.973954274083034,64.74578998892099,0.007997014913550923,-0.100509035812594,0.10850605072614493,vasorin,vasorin
XP_027263463.1,lysosomal Pro-X carboxypeptidase isoform X2 [Cricetulus griseus],True,False,True,True,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,6.4837611998815055,57289.600000000064,2.1653543307086616,11.0,-3.777419389439051,-48.99541888990044,45.21799950046139,-0.00740727038968086,-0.09607678633403319,0.08866951594435234,lysosomal pro-x carboxypeptidase isoform x2,lysosomal pro x carboxypeptidase isoform x2
XP_027260743.1,sphingomyelin phosphodiesterase [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,7.318089010089213,69921.29740000021,2.711323763955343,17.0,2.8481191277747664,-53.9906758371897,56.838794964964464,0.00489026076750893,-0.09270275294425147,0.09759301371176039,sphingomyelin phosphodiesterase,sphingomyelin phosphodiesterase
XP_027257066.1,"threonine--tRNA ligase, cytoplasmic [Cricetulus griseus]",False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,False,False,7.0958503732004345,83423.03010000037,2.21606648199446,16.0,0.8253702918407101,-108.95445396914538,109.77982426098609,0.001259809983500627,-0.1663034279451378,0.16756323792863842,"threonine--trna ligase, cytoplasmic",threonine  trna ligase cytoplasmic
NP_001233680.1,aldose reductase-related protein 2 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,6.7157643919229635,36339.37980000005,1.5822784810126582,5.0,-1.550660270024593,-43.98275989428134,42.432099624256736,-0.004118873987572725,-0.1168272955283359,0.11270842154076316,aldose reductase-related protein 2,aldose reductase related protein 2
XP_027282535.1,phosphatidylinositol transfer protein alpha isoform isoform X3 [Cricetulus griseus],True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,6.346219295333157,31850.93990000005,1.4760147601476015,4.0,-3.075219537170068,-45.98328025298173,42.90806071581166,-0.008918835276398697,-0.1333619590691812,0.1244431237927825,phosphatidylinositol transfer protein alpha isoform isoform x3,phosphatidylinositol transfer protein alpha isoform isoform x3
XP_027280498.1,isoamyl acetate-hydrolyzing esterase 1 homolog [Cricetulus griseus],True,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,False,5.132578475985675,27841.590900000032,2.4096385542168677,6.0,-3.386910792141478,-30.989608247269796,27.602697455128318,-0.010744542110305805,-0.09831057598778398,0.08756603387747817,isoamyl acetate-hydrolyzing esterase 1 homolog,isoamyl acetate hydrolyzing esterase 1 homolog
XP_027257511.1,tubulin-specific chaperone A isoform X3 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,4.898405822142382,12714.547499999991,0.9259259259259258,1.0,-2.169608681396596,-24.98617928649436,22.816570605097766,-0.011606314210606879,-0.1336634805198774,0.1220571663092705,tubulin-specific chaperone a isoform x3,tubulin specific chaperone a isoform x3
XP_027249724.1,dnaJ homolog subfamily C member 3 isoform X2 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,True,True,False,True,False,False,False,True,True,False,5.462856600784695,57569.46580000007,1.5873015873015872,8.0,-9.273108123897595,-88.96178924679569,79.6886811228981,-0.018124973356880788,-0.17388237453235825,0.15575740117547746,dnaj homolog subfamily c member 3 isoform x2,dnaj homolog subfamily c member 3 isoform x2
XP_027270380.1,glutamine--tRNA ligase [Cricetulus griseus],False,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,True,False,7.2513451390709625,87802.4334000003,1.935483870967742,15.0,2.654125953530966,-99.96322363041264,102.61734958394361,0.003915290705855747,-0.147462888822909,0.15137817952876478,glutamine--trna ligase,glutamine  trna ligase
XP_027264128.1,elongation factor 1-gamma [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,False,6.832509201485864,50067.09550000013,1.3729977116704806,6.0,-0.8034400297206753,-57.972263819888276,57.1688237901676,-0.001723582410818232,-0.12436519284458837,0.12264161043377013,elongation factor 1-gamma,elongation factor 1 gamma
XP_027283268.1,annexin A6 isoform X4 [Cricetulus griseus],False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,4.822743963944354,75083.50140000042,1.2030075187969926,8.0,-17.010695354216104,-111.96037652519605,94.94968117097994,-0.027853038214884527,-0.1833221147621247,0.15546907654724015,annexin a6 isoform x4,annexin a6 isoform x4
XP_027249021.1,glucosylceramidase [Cricetulus griseus],True,True,True,False,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,8.950252151215853,57391.91830000012,1.3592233009708738,7.0,5.698491419262121,-44.99714798863555,50.695639407897666,0.011161080935819336,-0.08813153756529338,0.0992926185011127,glucosylceramidase,glucosylceramidase
XP_027245637.1,cyclin-dependent kinase 6 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,6.714696685059352,36899.78230000005,1.2269938650306749,4.0,-1.550113785116352,-44.98467314573218,43.43455936061583,-0.004075628232956882,-0.11827570703741708,0.11420007880446018,cyclin-dependent kinase 6 isoform x2,cyclin dependent kinase 6 isoform x2
XP_027284190.1,peptidyl-prolyl cis-trans isomerase FKBP4 isoform X2 [Cricetulus griseus],True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,4.9770482134938865,51531.66660000007,1.3100436681222707,6.0,-11.792587926384856,-77.95983987569699,66.16725194931213,-0.02481646112771089,-0.16405960658297156,0.13924314545526068,peptidyl-prolyl cis-trans isomerase fkbp4 isoform x2,peptidyl prolyl cis trans isomerase fkbp4 isoform x2
XP_027276354.1,nodal modulator 1 isoform X3 [Cricetulus griseus],False,True,True,False,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False,5.938117003661492,133693.60650000055,1.3968775677896468,17.0,-14.607999101448463,-138.9580512739884,124.35005217253992,-0.01628160297904628,-0.154878146272661,0.1385965432936147,nodal modulator 1 isoform x3,nodal modulator 1 isoform x3
XP_027259183.1,cytoplasmic aconitate hydratase [Cricetulus griseus],False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,True,False,False,7.806901719240265,98211.57130000064,1.2373453318335208,11.0,4.020670745554475,-94.97654429556378,98.99721504111825,0.005504318932319944,-0.13002337768403882,0.13552769661635877,cytoplasmic aconitate hydratase,cytoplasmic aconitate hydratase
XP_027264700.1,cathepsin D [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,False,7.048577719975857,44110.390099999975,1.9607843137254901,8.0,0.1271119003174469,-37.99556288634139,38.122674786658834,0.0002967147471807579,-0.08869227670781639,0.08898899145499715,cathepsin d,cathepsin d
XP_027256616.1,"histidine--tRNA ligase, cytoplasmic isoform X2 [Cricetulus griseus]",True,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,5.317944084903884,57521.81659999999,2.161100196463654,11.0,-5.848302045260193,-81.96738617858216,76.11908413332198,-0.011437249237175718,-0.1602997618435365,0.1488625126063608,"histidine--trna ligase, cytoplasmic isoform x2",histidine  trna ligase cytoplasmic isoform x2
XP_027249161.1,LOW QUALITY PROTEIN: protein S100-A13 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,5.18455640017299,18553.06260000001,1.2048192771084338,2.0,-2.643229281609107,-24.984332742403762,22.341103460794656,-0.010991018774114963,-0.10388931151039833,0.09289829273628339,low quality protein: protein s100-a13,low quality protein: protein s100 a13
XP_027250525.1,inositol-3-phosphate synthase 1 isoform X2 [Cricetulus griseus],True,True,True,False,False,False,True,True,True,True,False,False,False,False,False,False,True,False,False,6.162313894801129,60930.72900000012,1.7921146953405016,10.0,-5.279630154656482,-58.97672140460961,53.697091249953125,-0.009936332229618127,-0.11099495239699429,0.10105862016737613,inositol-3-phosphate synthase 1 isoform x2,inositol 3 phosphate synthase 1 isoform x2
XP_027284404.1,poly(rC)-binding protein 1 [Cricetulus griseus],True,True,True,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,7.207779540602823,37497.42809999998,2.528089887640449,9.0,0.6656775682680011,-31.984296783472736,32.64997435174073,0.001731582234247022,-0.08319859752709625,0.08493017976134326,poly(rc)-binding protein 1,poly(rc) binding protein 1
XP_027243402.1,"RNA transcription, translation and transport factor protein isoform X2 [Cricetulus griseus]",False,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,6.9077432903099645,28107.79850000002,0.819672131147541,2.0,-0.3374707157652531,-38.98590322635053,38.64843251058527,-0.0010638124235581904,-0.12289566548547107,0.12183185306191285,"rna transcription, translation and transport factor protein isoform x2",rna transcription translation and transport factor protein isoform x2
XP_027259870.1,hsc70-interacting protein isoform X2 [Cricetulus griseus],True,False,True,False,True,True,True,True,True,True,True,False,False,False,False,False,True,True,False,4.810080057304555,41214.07940000008,0.8152173913043478,3.0,-11.315493415719839,-68.96101921832009,57.64552580260025,-0.027636939437939847,-0.1684302612087266,0.14079332177078674,hsc70-interacting protein isoform x2,hsc70 interacting protein isoform x2
XP_027259661.1,elongation factor 1-delta isoform X3 [Cricetulus griseus],True,True,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True,True,False,4.736542159057203,37153.50330000004,1.483679525222552,5.0,-9.585975976360789,-53.97196357283465,44.38598759647386,-0.025088999448927944,-0.1412587062262259,0.11616970677729795,elongation factor 1-delta isoform x3,elongation factor 1 delta isoform x3
XP_027267885.1,"oligoribonuclease, mitochondrial isoform X1 [Cricetulus griseus]",True,False,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,6.908182615691839,26792.394700000026,1.6877637130801686,4.0,-0.33619869216886056,-35.98441422882823,35.648215536659364,-0.001094212951378678,-0.11711708883502311,0.11602287588364443,"oligoribonuclease, mitochondrial isoform x1",oligoribonuclease mitochondrial isoform x1
XP_027287645.1,thymosin beta-4 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,4.496625299982624,5052.600200000002,0.0,0.0,-2.1739005813006527,-11.992083026853884,9.818182445553232,-0.021515093690092562,-0.11868564371410271,0.09717055002401018,thymosin beta-4,thymosin beta 4
NP_001230921.1,disintegrin and metalloproteinase domain-containing protein 17 precursor [Cricetulus griseus],True,True,True,False,True,True,True,True,True,True,True,False,True,True,False,False,True,True,False,5.316547080476315,93047.00180000058,4.2321644498186215,35.0,-16.914077467920304,-123.9563166433178,107.0422391753975,-0.02400455056584973,-0.1759194775159595,0.15191492695010977,disintegrin and metalloproteinase domain-containing protein 17 precursor,disintegrin and metalloproteinase domain containing protein 17 precursor
XP_027269912.1,60S ribosomal protein L6 [Cricetulus griseus],True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,11.008766543290436,32789.274800000036,0.3436426116838488,1.0,50.90708943467604,-24.995207864665588,75.90229729934164,0.14481178692064745,-0.0711020951213468,0.21591388204199427,60s ribosomal protein l6,60s ribosomal protein l6
XP_027250137.1,"ATP-dependent 6-phosphofructokinase, liver type isoform X2 [Cricetulus griseus]",True,True,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,False,7.92517223111977,85367.99910000044,1.7948717948717947,14.0,5.606191736756196,-86.9656597654564,92.57185150221258,0.008426580971092478,-0.13071675178596676,0.1391433327570592,"atp-dependent 6-phosphofructokinase, liver type isoform x2",atp dependent 6 phosphofructokinase liver type isoform x2
XP_027264883.1,glutaredoxin-3 isoform X2 [Cricetulus griseus],False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,False,False,5.344118223076701,37889.075399999994,1.483679525222552,5.0,-7.801143823783881,-49.97135248058104,42.17020865679716,-0.020152509413587424,-0.12908980708756426,0.10893729767397682,glutaredoxin-3 isoform x2,glutaredoxin 3 isoform x2
