accession_0,name,std_hccf_feed,std_hccf_large,std_hccf_small,std_hccf_mab,std_hccf_lmw1,std_hccf_lmw2,native_hccf_feed,native_hccf_large,native_hccf_small,native_hccf_mab,native_hccf_lmw1,std_pafvin_feed,std_pafvin_large,std_pafvin_small,std_pafvin_mab,native_pafvin_feed,native_pafvin_large,native_pafvin_small,native_pafvin_mab,pI_mean,mass_mean,cysteine_cont_percent_mean,cysteine_num_mean,net_charge_mean,net_charge_neg_mean,net_charge_pos_mean,charge_dens_C_m2_mean,charge_dens_neg_C_m2_mean,charge_dens_pos_C_m2_mean,accession_1,accession_2,desc_lower,desc_lower_2,Biophorum DTR,Biophorum high-risk,Levy 2014 - Association,Zhang 2016 - Pro A,Levy 2016 - Coelution,Molden 2021 - 29 DS,Falkenberg 2019 - 6 DS,Kreimer 2017 - 1 DS
XP_027281445.1,E3 ubiquitin-protein ligase TRIM47 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.206939599706315,70090.72630000037,4.212168486739469,27.0,-7.684549570944895,-81.9527966275555,74.2682470566106,-0.0131732084022633,-0.1404872542178616,0.1273140458155982,,,e3 ubiquitin-protein ligase trim47 isoform x2,e3 ubiquitin protein ligase trim47 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027275254.1,E3 ubiquitin-protein ligase RNF126 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.588026057869233,34023.208600000056,3.514376996805112,11.0,-12.54352950159264,-38.981716491271214,26.438186989678577,-0.0348136663857967,-0.108190957967653,0.0733772915818563,,,e3 ubiquitin-protein ligase rnf126 isoform x2,e3 ubiquitin protein ligase rnf126 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027282193.1,ubiquitin carboxyl-terminal hydrolase 32 isoform X4 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.427741339423318,181349.38290000017,2.743142144638404,44.0,-14.354511324749764,-204.9355985119335,190.58108718718373,-0.0130564329783372,-0.1864032739472685,0.1733468409689312,,,ubiquitin carboxyl-terminal hydrolase 32 isoform x4,ubiquitin carboxyl terminal hydrolase 32 isoform x4,,,,,,ubiquitin,,ubiquitin
NP_001230906.1,tubulin alpha-1C chain [Cricetulus griseus],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,4.455432928558178,49908.79450000008,2.67260579064588,12.0,-19.761021640701426,-63.981006930070095,44.219985289368665,-0.0424819907439615,-0.1375455476752414,0.0950635569312799,,,tubulin alpha-1c chain,tubulin alpha 1c chain,tubulin alpha 1c chain,,,,,,,
XP_027288306.1,lys-63-specific deubiquitinase BRCC36 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5.662479354203441,33240.569200000056,2.405498281786942,7.0,-9.49325583201839,-42.9767239295021,33.48346809748371,-0.0267598127229235,-0.1211437997825186,0.094383987059595,,,lys-63-specific deubiquitinase brcc36 isoform x2,lys 63 specific deubiquitinase brcc36 isoform x2,,,,,,ubiquitin,,ubiquitin
XP_027251268.1,glutathione S-transferase Mu 2 isoform X2 [Cricetulus griseus],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.78853412830356,25550.15090000001,1.851851851851852,4.0,-0.3921407924430687,-32.99380035356775,32.60165956112468,-0.0013173258943566,-0.1108366902820925,0.1095193643877359,,,glutathione s-transferase mu 2 isoform x2,glutathione s transferase mu 2 isoform x2,,glutathione s transferase,,,,glutathione s transferase,,
XP_027278064.1,"actin, alpha cardiac muscle 1 [Cricetulus griseus]",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4.804037956749926,42018.51740000005,1.5915119363395225,6.0,-10.81259136652502,-50.98504278575537,40.17245141923035,-0.0260705079853461,-0.1229313048113863,0.0968607968260401,,,"actin, alpha cardiac muscle 1",actin alpha cardiac muscle 1,,,actin,,actin,,,
XP_027265003.1,insulin [Cricetulus griseus],False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,4.776016213602716,12151.940499999992,5.454545454545454,6.0,-2.6529621652336584,-10.996675360887416,8.343713195653761,-0.0146267381399755,-0.0606286410797172,0.0460019029397417,,,insulin,insulin,,,insulin,,,,,
XP_027249189.1,cornifin alpha [Cricetulus griseus],True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.779564324536436,14215.416199999989,10.852713178294572,14.0,3.87441627159432,-12.989788202641776,16.864204474236097,0.0192403697228488,-0.064507350300148,0.0837477200229968,,,cornifin alpha,cornifin alpha,,,,,,cornifin a,,
XP_027272776.1,laminin subunit beta-1 isoform X5 [Cricetulus griseus],False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.230603662028587,196796.9966000004,7.110862262038074,127.0,-92.1455420388324,-272.8942133738768,180.74867133504443,-0.0793674093278295,-0.2350510535486668,0.1556836442208373,,,laminin subunit beta-1 isoform x5,laminin subunit beta 1 isoform x5,laminin subunit beta 1,,,,laminin subunit beta 1,,,
XP_027244681.1,lipoprotein lipase isoform X1 [Cricetulus griseus],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.676229215166355,54232.05980000002,2.4742268041237114,12.0,5.754214417043522,-55.98518425730383,61.73939867434735,0.0117038521575758,-0.1138717246304468,0.1255755767880226,,,lipoprotein lipase isoform x1,lipoprotein lipase isoform x1,lipoprotein lipase,lipoprotein lipase,lipoprotein lipase,,lipoprotein lipase,lipoprotein lipase,,
XP_027286179.1,transforming growth factor beta-1 proprotein isoform X2 [Cricetulus griseus],False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.696379665832678,44307.49840000001,3.076923076923077,12.0,10.70510475055571,-40.991018604693785,51.69612335524949,0.0249145446290513,-0.0954005202390853,0.1203150648681367,,,transforming growth factor beta-1 proprotein isoform x2,transforming growth factor beta 1 proprotein isoform x2,,transforming growth factor,,,,,,
XP_027257023.1,beta-actin-like protein 2 isoform X1 [Cricetulus griseus],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.780852169856087,41922.58350000005,1.5957446808510638,6.0,-10.075832395390924,-49.9866398207876,39.91080742539667,-0.0243311383752743,-0.120707828660482,0.0963766902852076,,,beta-actin-like protein 2 isoform x1,beta actin like protein 2 isoform x1,,,actin,,actin,,,
XP_027264352.1,LOW QUALITY PROTEIN: latent-transforming growth factor beta-binding protein 3 isoform X4 [Cricetulus griseus],False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.178634025180922,139354.15070000064,9.692307692307692,126.0,-19.13294226571067,-147.94329101471843,128.8103487490078,-0.0207434986788819,-0.160396734547888,0.139653235869006,,,low quality protein: latent-transforming growth factor beta-binding protein 3 isoform x4,low quality protein: latent transforming growth factor beta binding protein 3 isoform x4,,transforming growth factor,,,,,,
XP_027280096.1,collagen alpha-1(I) chain [Cricetulus griseus],False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.75272071945729,138005.04360000073,1.2388162422573985,18.0,-7.507599364881837,-135.9314297889612,128.42383042407937,-0.008192528660309,-0.1483326533901141,0.140140124729805,,,collagen alpha-1(i) chain,collagen alpha 1(i) chain,,,,,,collagen alpha ,,
XP_027254078.1,calsyntenin-1 isoform X3 [Cricetulus griseus],False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4.295876739028532,107882.22960000052,2.265705458290422,22.0,-65.16109098650195,-161.92097520543464,96.75988421893273,-0.0837918780176981,-0.2082172412633643,0.1244253632456661,,,calsyntenin-1 isoform x3,calsyntenin 1 isoform x3,,,,,calsyntenin 1,,,
XP_027243130.1,leukemia inhibitory factor isoform X1 [Cricetulus griseus],False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.780150487389763,17400.755999999987,2.5316455696202533,4.0,5.863147491769325,-12.002034877070408,17.865182368839733,0.025444793308718,-0.0520862381783481,0.0775310314870661,,,leukemia inhibitory factor isoform x1,leukemia inhibitory factor isoform x1,,,,,leukemia inhibitory factor,,,
XP_027267841.1,transgelin [Cricetulus griseus],False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.361312002975309,22640.67949999999,0.0,0.0,3.612469608552399,-25.989219952272283,29.60168956082468,0.0131540074564873,-0.0946339845271309,0.1077879919836182,,,transgelin,transgelin,transgelin 2,,,,,,,
XP_027247624.1,peptidyl-prolyl cis-trans isomerase A-like [Cricetulus griseus],False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.053149276629649,17911.099699999988,2.4390243902439024,4.0,0.1354455932699402,-18.99112379587756,19.12656938914749,0.0005765852989963,-0.0808442897828345,0.0814208750818308,,,peptidyl-prolyl cis-trans isomerase a-like,peptidyl prolyl cis trans isomerase a like,peptidyl prolyl cis trans isomerase a,peptidyl prolyl cis trans isomerase a,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
XP_027279271.1,antileukoproteinase [Cricetulus griseus],False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,11.118723054183096,15832.639599999988,11.11111111111111,16.0,13.344646118305116,-9.996200368963628,23.340846487268745,0.061676307297681,-0.0462004552462195,0.1078767625439005,,,antileukoproteinase,antileukoproteinase,,,,,,antileukoproteinase,,
XP_027244885.1,"peptidyl-prolyl cis-trans isomerase F, mitochondrial [Cricetulus griseus]",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.277049704375267,21953.8609,2.912621359223301,6.0,9.13095576138082,-17.995039681314847,27.125995442695668,0.0339382272030302,-0.0668845366456635,0.1008227638486937,,,"peptidyl-prolyl cis-trans isomerase f, mitochondrial",peptidyl prolyl cis trans isomerase f mitochondrial,,,,peptidyl prolyl cis trans isomerase,,peptidyl prolyl cis trans isomerase,,
NP_001231331.1,elongation factor 1-alpha 1 [Cricetulus griseus],True,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,False,9.228844442843926,49640.183800000086,1.850224011796064,8.5,9.076034463654372,-53.482241634252816,62.5582760979072,0.0195229530233986,-0.1153888093598424,0.134911762383241,XP_027271619.1,,elongation factor 1-alpha 1,elongation factor 1 alpha 1,elongation factor 1 alpha,,,elongation factor 1 alpha 1,,elongation factor 1 alpha 1,,
XP_027287700.1,"10 kDa heat shock protein, mitochondrial [Cricetulus griseus]",True,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,9.631774670673506,10996.698499999991,0.0,0.0,3.321301802221665,-13.495946236340876,16.817248038562543,0.0195538653405241,-0.0795387155988006,0.0990925809393248,XP_027269173.1,,"10 kda heat shock protein, mitochondrial",10 kda heat shock protein mitochondrial,,,heat shock protein,,,,,
